,address,house_number,cap,municipality,province_code,province,region
5155,Via Comacchio,4,20139,Milano,MI,Milano,Lombardia
5156,Via Comacchio,4,20139,Milano,MI,Milano,Lombardia
5157,Via Comacchio,4,20139,Milano,MI,Milano,Lombardia
5158,Via Comacchio,4,20139,Milano,MI,Milano,Lombardia
5159,Via C. Farini,5 - Ang. Ceresio,20154,Milano,MI,Milano,Lombardia
5160,Via Schiapparelli,4,20125,Milano,MI,Milano,Lombardia
5161,Via Buonarroti,5,20149,Milano,MI,Milano,Lombardia
5162,Via Buonarroti,5,20149,Milano,MI,Milano,Lombardia
5163,Via Buonarroti,5,20149,Milano,MI,Milano,Lombardia
5164,Via Buonarroti,5,20149,Milano,MI,Milano,Lombardia
5165,Viale Bligny,47,20136,Milano,MI,Milano,Lombardia
5166,Viale Bligny,47,20136,Milano,MI,Milano,Lombardia
5167,V.le Monza,43/B,20127,Milano,MI,Milano,Lombardia
5168,Viale Monza,43/B,20127,Milano,MI,Milano,Lombardia
5169,Via Pacini,30,20131,Milano,MI,Milano,Lombardia
5170,Via Aldini,108,20157,Milano,MI,Milano,Lombardia
5171,Piazzale Di Porta Lodovica,2,20136,Milano,MI,Milano,Lombardia
5172,P.le Lodovica,2,20136,Milano,MI,Milano,Lombardia
5173,Piazza 5 Giornate,7,20129,Milano,MI,Milano,Lombardia
5174,Piazza Cinque Giornate,7,20129,Milano,MI,Milano,Lombardia
5175,Piazza 5 Giornate,7,20129,Milano,MI,Milano,Lombardia
5176,Via S. Galdino,11,20154,Milano,MI,Milano,Lombardia
5177,Via A. Saffi,6,20123,Milano,MI,Milano,Lombardia
5178,Via A. Saffi,6,20123,Milano,MI,Milano,Lombardia
5179,Via A. Saffi,6,20123,Milano,MI,Milano,Lombardia
5180,Piazza Bausan,3,20158,Milano,MI,Milano,Lombardia
5181,Piazza Cavour,5,20121,Milano,MI,Milano,Lombardia
5182,Corso Concordia,16,20129,Milano,MI,Milano,Lombardia
5183,Via Orefici,2,20123,Milano,MI,Milano,Lombardia
5184,Via Fontana 1 - Angolo C.so Porta Vittoria,36,20122,Milano,MI,Milano,Lombardia
5185,C.so Porta Vittoria,36,20122,Milano,MI,Milano,Lombardia
5186,Via Canonica,6,20154,Milano,MI,Milano,Lombardia
5187,Via Pontaccio,22,20121,Milano,MI,Milano,Lombardia
5188,Piazzale Sempione,8,20154,Milano,MI,Milano,Lombardia
5189,Via Bigli,28 (ang.via Manzoni),20121,Milano,MI,Milano,Lombardia
5190,Via Bigli,28,20121,Milano,MI,Milano,Lombardia
5191,Via S. Agnese,3,20123,Milano,MI,Milano,Lombardia
5192,Via Giardini Aristice Calderini,3,20123,Milano,MI,Milano,Lombardia
5193,Corso Vercelli,5,20144,Milano,MI,Milano,Lombardia
5194,Piazza Lima,1,20129,Milano,MI,Milano,Lombardia
5195,Via Plinio,1 ( ang.Piazza Lima),20129,Milano,MI,Milano,Lombardia
5196,Piazza Baiamonti,1,20154,Milano,MI,Milano,Lombardia
5197,Corso Colombo,1,20144,Milano,MI,Milano,Lombardia
5198,Via Lamarmora,2,20122,Milano,MI,Milano,Lombardia
5199,Via S. Giovanni Sul Muro,9,20121,Milano,MI,Milano,Lombardia
5200,Via S. Giovanni Sul Muro,9,20121,Milano,MI,Milano,Lombardia
5201,Via S. Giovanni Sul Muro,9,20121,Milano,MI,Milano,Lombardia
5202,Via S. Giovanni Sul Muro,7,20121,Milano,MI,Milano,Lombardia
5203,Via S. Giovanni Sul Muro,9,20121,Milano,MI,Milano,Lombardia
5204,Via Stradivari,1,20131,Milano,MI,Milano,Lombardia
5205,Via Stradivari,1,20131,Milano,MI,Milano,Lombardia
5206,Via Larga,6,20122,Milano,MI,Milano,Lombardia
5207,Via Larga,6,20122,Milano,MI,Milano,Lombardia
5208,Piazza Vesuvio,14,20144,Milano,MI,Milano,Lombardia
5209,Via Leone Tolstoj,17,20146,Milano,MI,Milano,Lombardia
5210,Via Leone Tolstoj,17,20146,Milano,MI,Milano,Lombardia
5211,Via Leone Tolstoj,17,20146,Milano,MI,Milano,Lombardia
5212,Via Leone Tolstoj,17,20146,Milano,MI,Milano,Lombardia
5213,Via S. Vittore,12,20123,Milano,MI,Milano,Lombardia
5214,Via Sardegna,31,20146,Milano,MI,Milano,Lombardia
5215,Via Sardegna,31,20146,Milano,MI,Milano,Lombardia
5216,Via Plinio,11,20129,Milano,MI,Milano,Lombardia
5217,Via Plinio,11,20129,Milano,MI,Milano,Lombardia
5218,Via Monte Palombino,9,20138,Milano,MI,Milano,Lombardia
5219,Via Lagrange,2,20136,Milano,MI,Milano,Lombardia
5220,Via Lagrange,2,20136,Milano,MI,Milano,Lombardia
5221,Via Lagrange,2,20136,Milano,MI,Milano,Lombardia
5222,Via Mazzini,12,20123,Milano,MI,Milano,Lombardia
5223,Via Mazzini,12,20123,Milano,MI,Milano,Lombardia
5224,Via Mazzini,12,20123,Milano,MI,Milano,Lombardia
5225,Via Monte Rosa,27,20149,Milano,MI,Milano,Lombardia
5226,Via Monte Rosa,27,20149,Milano,MI,Milano,Lombardia
5227,Corso S. Gottardo,1,20136,Milano,MI,Milano,Lombardia
5228,Via Bellotti,1,20129,Milano,MI,Milano,Lombardia
5229,Via Leopoldo Pollak,8,20153,Milano,MI,Milano,Lombardia
5230,Via Novara,90,20153,Milano,MI,Milano,Lombardia
5231,Via Novara,90,20153,Milano,MI,Milano,Lombardia
5232,Via Leopoldo Pollak,8,20153,Milano,MI,Milano,Lombardia
5233,Via Novara,90,20153,Milano,MI,Milano,Lombardia
5234,Via Novara,90,20153,Milano,MI,Milano,Lombardia
5235,Via Degli Imbriani,28 Ang. Via Ugoni,20158,Milano,MI,Milano,Lombardia
5236,Via Degli Imbriani,28 Ang. Via Ugoni,20158,Milano,MI,Milano,Lombardia
5237,Via Degli Imbriani,35,20158,Milano,MI,Milano,Lombardia
5238,Via Ruggero Di Lauria,22,20149,Milano,MI,Milano,Lombardia
5239,Via R. Di Lauria,22,20149,Milano,MI,Milano,Lombardia
5240,P.za Duca D'aosta,4,20124,Milano,MI,Milano,Lombardia
5241,Via V. Pisani,26,20124,Milano,MI,Milano,Lombardia
5242,Corso Buenos Ayres,55,20124,Milano,MI,Milano,Lombardia
5243,C.so Buenos Ayres,55,20124,Milano,MI,Milano,Lombardia
5244,Via Nicola Piccinni,1,20131,Milano,MI,Milano,Lombardia
5245,Via Nicola Piccinni,1/3,20131,Milano,MI,Milano,Lombardia
5246,Via Washington,98,20146,Milano,MI,Milano,Lombardia
5247,Via Pier Della Francesca,3,20154,Milano,MI,Milano,Lombardia
5248,Via Pier Della Francesca,3,20154,Milano,MI,Milano,Lombardia
5249,Via Pier Della Francesca,3,20154,Milano,MI,Milano,Lombardia
5250,Viale Monte Nero,59,20135,Milano,MI,Milano,Lombardia
5251,Viale Monte Nero,59,20135,Milano,MI,Milano,Lombardia
5252,Via Crema,17,20135,Milano,MI,Milano,Lombardia
5253,Via Crema,17,20135,Milano,MI,Milano,Lombardia
5254,Via Crema,17,20135,Milano,MI,Milano,Lombardia
5255,Via Crema,17,20135,Milano,MI,Milano,Lombardia
5256,Via Novara,3,20147,Milano,MI,Milano,Lombardia
5257,Via Novara,3,20147,Milano,MI,Milano,Lombardia
5258,Via Carducci,11,20123,Milano,MI,Milano,Lombardia
5259,Via Carducci,11,20123,Milano,MI,Milano,Lombardia
5260,Via Strigelli,2,20135,Milano,MI,Milano,Lombardia
5261,Via Strigelli,2,20135,Milano,MI,Milano,Lombardia
5262,Via Strigelli,2,20135,Milano,MI,Milano,Lombardia
5263,V.le Montenero,37,20135,Milano,MI,Milano,Lombardia
5264,Viale Montenero,37,20135,Milano,MI,Milano,Lombardia
5265,Viale Montenero,37,20135,Milano,MI,Milano,Lombardia
5266,Viale Montenero,37,20135,Milano,MI,Milano,Lombardia
5267,Viale Affori,10,20161,Milano,MI,Milano,Lombardia
5268,Piazzale Gabrio Piola,1,20131,Milano,MI,Milano,Lombardia
5269,Piazza Piola,1,20131,Milano,MI,Milano,Lombardia
5270,P.za Piola,1,20131,Milano,MI,Milano,Lombardia
5271,Piazzale Gabrio Piola,1,20131,Milano,MI,Milano,Lombardia
5272,P.za Piola,1,20131,Milano,MI,Milano,Lombardia
5273,Via Visconti Di Modrone,1,20122,Milano,MI,Milano,Lombardia
5274,Via Visconti Di Modrone,1,20122,Milano,MI,Milano,Lombardia
5275,Via Alamanni,2,20141,Milano,MI,Milano,Lombardia
5276,Via Alamanni,2,20141,Milano,MI,Milano,Lombardia
5277,Via Alamanni,2,20141,Milano,MI,Milano,Lombardia
5278,Piazzale Gorini,14,20133,Milano,MI,Milano,Lombardia
5279,Via S. Marco,18,20121,Milano,MI,Milano,Lombardia
5280,Corso Garibaldi,49,20121,Milano,MI,Milano,Lombardia
5281,Corso P.ta Ticinese,50,20123,Milano,MI,Milano,Lombardia
5282,Via S. Vincenzo,1,20123,Milano,MI,Milano,Lombardia
5283,Via S. Vincenzo,1,20123,Milano,MI,Milano,Lombardia
5284,Via S. Vincenzo,1,20123,Milano,MI,Milano,Lombardia
5285,Corso Magenta,96,20123,Milano,MI,Milano,Lombardia
5286,Corso Magenta,96,20123,Milano,MI,Milano,Lombardia
5287,Viale Romagna,25,20133,Milano,MI,Milano,Lombardia
5288,V.le Romagna,25,20133,Milano,MI,Milano,Lombardia
5289,Corso Buenos Aires,39,20124,Milano,MI,Milano,Lombardia
5290,C.so Buens Ayres,39,20124,Milano,MI,Milano,Lombardia
5291,C.so Buens Ayres,39,20124,Milano,MI,Milano,Lombardia
5292,Via Varsavia,4,20137,Milano,MI,Milano,Lombardia
5293,Via Padova (ang. Celentano,1),20132,Milano,MI,Milano,Lombardia
5294,Via Padova (ang. Celentano,1),20132,Milano,MI,Milano,Lombardia
5295,Via Padova (ang. Celentano,1),20132,Milano,MI,Milano,Lombardia
5296,Corso 22 Marzo,52/7,20137,Milano,MI,Milano,Lombardia
5297,Corso 22 Marzo,52/7,20137,Milano,MI,Milano,Lombardia
5298,Corso 22 Marzo,52/7,20137,Milano,MI,Milano,Lombardia
5299,Via Settembrini,39,20124,Milano,MI,Milano,Lombardia
5300,Via Emilio De Marchi,45,20125,Milano,MI,Milano,Lombardia
5301,Via Emilio De Marchi,10,20125,Milano,MI,Milano,Lombardia
5302,Via Ornato,13/A,20162,Milano,MI,Milano,Lombardia
5303,Via Pola,13,20124,Milano,MI,Milano,Lombardia
5304,Via Pola,19,20124,Milano,MI,Milano,Lombardia
5305,Via Pola,19,20124,Milano,MI,Milano,Lombardia
5306,Via Pola,19,20124,Milano,MI,Milano,Lombardia
5307,Via Rombon,29,20134,Milano,MI,Milano,Lombardia
5308,Viale Suzzani,273,20162,Milano,MI,Milano,Lombardia
5309,V.le Suzzani,273,20162,Milano,MI,Milano,Lombardia
5310,Piazzale Cuoco,8,20137,Milano,MI,Milano,Lombardia
5311,Via Arsia,152,20157,Milano,MI,Milano,Lombardia
5312,Via Cogne,18,20157,Milano,MI,Milano,Lombardia
5313,Piazza Scolari,3,20151,Milano,MI,Milano,Lombardia
5314,Via Airolo,36,20159,Milano,MI,Milano,Lombardia
5315,Via Airolo,36,20159,Milano,MI,Milano,Lombardia
5316,Via Airolo,36,20159,Milano,MI,Milano,Lombardia
5317,Via Airolo,36,20159,Milano,MI,Milano,Lombardia
5318,Via Barzilai,2,20146,Milano,MI,Milano,Lombardia
5321,Via Saponaro,34,20142,Milano,MI,Milano,Lombardia
5322,Via Saponaro,34,20142,Milano,MI,Milano,Lombardia
5323,Via Saponaro,34,20142,Milano,MI,Milano,Lombardia
5324,Via Saponaro,34,20142,Milano,MI,Milano,Lombardia
5325,Via S.clicerio,6,20126,Milano,MI,Milano,Lombardia
5326,Piazza Duomo,21,20121,Milano,MI,Milano,Lombardia
5327,P.za Duomo,21,20121,Milano,MI,Milano,Lombardia
5328,P.za Duomo,21,20121,Milano,MI,Milano,Lombardia
5329,Piazza Duomo,21,20121,Milano,MI,Milano,Lombardia
5330,Via Alex Visconti,22/A,20151,Milano,MI,Milano,Lombardia
5331,Viale S. Gimignano,30,20146,Milano,MI,Milano,Lombardia
5332,Viale S. Gimignano,30,20146,Milano,MI,Milano,Lombardia
5333,Via Malpighi,12,20129,Milano,MI,Milano,Lombardia
5334,Via Vincenzo Monti,56,20123,Milano,MI,Milano,Lombardia
5335,Via Vincenzo Monti,56,20123,Milano,MI,Milano,Lombardia
5336,Via Vincenzo Monti,56,20123,Milano,MI,Milano,Lombardia
5337,Via Vincenzo Monti,56,20123,Milano,MI,Milano,Lombardia
5338,Via Vincenzo Monti,56,20123,Milano,MI,Milano,Lombardia
5339,Via Della Moscova,22,20121,Milano,MI,Milano,Lombardia
5340,Via Paravia,75,20148,Milano,MI,Milano,Lombardia
5341,Via Paravia,75,20148,Milano,MI,Milano,Lombardia
5342,Via Paravia,75,20148,Milano,MI,Milano,Lombardia
5343,Piazza 6 Febbraio,16,20145,Milano,MI,Milano,Lombardia
5344,Piazza 6 Febbraio,16,20145,Milano,MI,Milano,Lombardia
5345,P.za 6 Febbraio,16,20145,Milano,MI,Milano,Lombardia
5346,Via Venosa,4,20137,Milano,MI,Milano,Lombardia
5347,Via Castelmorrone,6,20129,Milano,MI,Milano,Lombardia
5348,Via Antonini,56,20141,Milano,MI,Milano,Lombardia
5349,Via Antonini,56,20141,Milano,MI,Milano,Lombardia
5350,Corso Xxii Marzo,23,20129,Milano,MI,Milano,Lombardia
5351,Viale Corsica,42,20137,Milano,MI,Milano,Lombardia
5352,Via Tonale,26,20125,Milano,MI,Milano,Lombardia
5353,Via Melchiorre Gioia,43,20124,Milano,MI,Milano,Lombardia
5354,Via Melchiorre Gioia,43,20124,Milano,MI,Milano,Lombardia
5355,Via Gulielmo Silva,39,20149,Milano,MI,Milano,Lombardia
5356,Via Gulielmo Silva,39,20149,Milano,MI,Milano,Lombardia
5357,Via Gulielmo Silva,39,20149,Milano,MI,Milano,Lombardia
5358,Via Gulielmo Silva,39,20149,Milano,MI,Milano,Lombardia
5359,Via Delle Forze Armate,179,20139,Milano,MI,Milano,Lombardia
5360,Piazza Caneva,3,20154,Milano,MI,Milano,Lombardia
5361,P.za Caneva,3,20154,Milano,MI,Milano,Lombardia
5362,Via Forze Armate,212,20152,Milano,MI,Milano,Lombardia
5363,Via Forze Armate,212,20152,Milano,MI,Milano,Lombardia
5364,Via Forze Armate,212,20152,Milano,MI,Milano,Lombardia
5365,Via Forze Armate,212,20152,Milano,MI,Milano,Lombardia
5366,Via Montegani,4,20141,Milano,MI,Milano,Lombardia
5367,Via Montegani,4,20141,Milano,MI,Milano,Lombardia
5368,Via Montegani,4,20141,Milano,MI,Milano,Lombardia
5369,Via Melchiorre Gioia,135,20125,Milano,MI,Milano,Lombardia
5370,Via Melchiorre Gioia,135,20125,Milano,MI,Milano,Lombardia
5371,Via Melchiorre Gioia,135,20125,Milano,MI,Milano,Lombardia
5372,Via Delle Betulle,36/C,20152,Milano,MI,Milano,Lombardia
5373,Via Renato Serra,52,20149,Milano,MI,Milano,Lombardia
5374,Via Padova Ang. Via Toselli,2,20127,Milano,MI,Milano,Lombardia
5375,Piazza Udine,8,20132,Milano,MI,Milano,Lombardia
5376,Via G. Murat,85,20159,Milano,MI,Milano,Lombardia
5377,Via G. Murat,85 - ang. Piazza Nizza,20159,Milano,MI,Milano,Lombardia
5378,Via Parenzo,8,20151,Milano,MI,Milano,Lombardia
5379,Via Trenno,15,20151,Milano,MI,Milano,Lombardia
5380,Via Volvinio,25,20141,Milano,MI,Milano,Lombardia
5381,Via Bagarotti,40,20152,Milano,MI,Milano,Lombardia
5382,Piazza Monti,9,20153,Milano,MI,Milano,Lombardia
5383,Via Forze Armate,328,20152,Milano,MI,Milano,Lombardia
5384,Via Livigno,6/B,20158,Milano,MI,Milano,Lombardia
5385,Via Suzzani,155,20162,Milano,MI,Milano,Lombardia
5386,Via Pierlombardo,19,20135,Milano,MI,Milano,Lombardia
5387,Piazza Prealpi,3,20155,Milano,MI,Milano,Lombardia
5388,Via Pascoli,80,20133,Milano,MI,Milano,Lombardia
5389,Piazza Bonomelli,4,20139,Milano,MI,Milano,Lombardia
5390,Via Fratelli Zoia,43,20134,Milano,MI,Milano,Lombardia
5391,Via Cima,7,20134,Milano,MI,Milano,Lombardia
5392,Via Lomellina Ang. Via Monte Suello,1,20133,Milano,MI,Milano,Lombardia
5393,Via Forze Armate,44,20147,Milano,MI,Milano,Lombardia
5394,Via S. Gimignano,13/A,20146,Milano,MI,Milano,Lombardia
5395,Via S. Gimignano,13/A,20146,Milano,MI,Milano,Lombardia
5396,Via Palanzone,32,20162,Milano,MI,Milano,Lombardia
5397,Via Chiarelli,10,20151,Milano,MI,Milano,Lombardia
5398,Via Capuana,3,20157,Milano,MI,Milano,Lombardia
5399,Via Via Fratelli Lumiere,2,20127,Milano,MI,Milano,Lombardia
5400,Via Fratelli Lumiere,2,20127,Milano,MI,Milano,Lombardia
5401,Via Marocco,15,20127,Milano,MI,Milano,Lombardia
5402,Via Val Maira,14,20162,Milano,MI,Milano,Lombardia
5403,Piazza Axum,5/3,20151,Milano,MI,Milano,Lombardia
5404,Via Teodosio,104,20131,Milano,MI,Milano,Lombardia
5405,Via Lessona,55,20157,Milano,MI,Milano,Lombardia
5406,Viale Espinasse,30,20156,Milano,MI,Milano,Lombardia
5407,Viale Espinasse,30,20156,Milano,MI,Milano,Lombardia
5408,V.le Espinasse,30,20156,Milano,MI,Milano,Lombardia
5409,Via Paolo Sarpi,62,20154,Milano,MI,Milano,Lombardia
5410,Via Iglesias,48,20128,Milano,MI,Milano,Lombardia
5411,Via Morgantini,14,20148,Milano,MI,Milano,Lombardia
5412,Via Angeloni,33,20161,Milano,MI,Milano,Lombardia
5413,Via Vetta D'italia,18,20144,Milano,MI,Milano,Lombardia
5414,Via Vignoli,42/44,20146,Milano,MI,Milano,Lombardia
5415,Via Petrocchi,21,20127,Milano,MI,Milano,Lombardia
5416,Via Ressi,23,20125,Milano,MI,Milano,Lombardia
5417,Via Rogoredo,113,20138,Milano,MI,Milano,Lombardia
5418,Via Astesani,43/45,20161,Milano,MI,Milano,Lombardia
5419,Via C. Baroni,11,20142,Milano,MI,Milano,Lombardia
5420,Via Saponaro,2/C,20142,Milano,MI,Milano,Lombardia
5421,Via Marucchetti,27,20139,Milano,MI,Milano,Lombardia
5422,Piazza Anita Garibaldi,8,20153,Milano,MI,Milano,Lombardia
5423,Via Nicolaiewka,3,20152,Milano,MI,Milano,Lombardia
5424,Via Mecenate,25,20138,Milano,MI,Milano,Lombardia
5425,Via Ungaretti,12,20157,Milano,MI,Milano,Lombardia
5426,Via Ungaretti,12,20157,Milano,MI,Milano,Lombardia
5427,Via Boifava,4/C,20142,Milano,MI,Milano,Lombardia
5428,Viale Suzzani,239,20162,Milano,MI,Milano,Lombardia
5429,Via Ciceri Visconti,10,20137,Milano,MI,Milano,Lombardia
5430,Via Felice Casati,1/a,20124,Milano,MI,Milano,Lombardia
5431,Via Spallanzani,15,20124,Milano,MI,Milano,Lombardia
5432,Corso Buenos Aires,14,20124,Milano,MI,Milano,Lombardia
5433,Viale Ungheria,10,20138,Milano,MI,Milano,Lombardia
5434,Piazza 5 Giornate,6,20129,Milano,MI,Milano,Lombardia
5435,C.so Plebisciti,7,20129,Milano,MI,Milano,Lombardia
5436,C.so Plebisciti,7,20129,Milano,MI,Milano,Lombardia
5437,Corso Plebisciti,7,20129,Milano,MI,Milano,Lombardia
5438,Via Fratelli Zoia,84/2,20153,Milano,MI,Milano,Lombardia
5439,Piazza Insubria,11,20137,Milano,MI,Milano,Lombardia
5440,Piazza Insubria,11,20137,Milano,MI,Milano,Lombardia
5441,Corso Sempione,67,20149,Milano,MI,Milano,Lombardia
5442,C.so Sempione,67,20149,Milano,MI,Milano,Lombardia
5443,C.so Sempione,67,20149,Milano,MI,Milano,Lombardia
5444,Via Lessona,2,20157,Milano,MI,Milano,Lombardia
5445,Via Lessona,2,20157,Milano,MI,Milano,Lombardia
5446,Via Lessona,2,20157,Milano,MI,Milano,Lombardia
5447,Via Lessona,2,20157,Milano,MI,Milano,Lombardia
5448,Viale Suzzani,18,20162,Milano,MI,Milano,Lombardia
5449,Via Saint Bon,2,20147,Milano,MI,Milano,Lombardia
5450,Via Saint Bon,2,20147,Milano,MI,Milano,Lombardia
5451,Via Monterotondo,1,20162,Milano,MI,Milano,Lombardia
5452,Via Monterotondo,1,20162,Milano,MI,Milano,Lombardia
5453,Via Monterotondo,1,20162,Milano,MI,Milano,Lombardia
5454,P.zale Duca D'aosta,2-Staz. Centrale-Pianobinario,20124,Milano,MI,Milano,Lombardia
5455,P.zale Duca D'aosta,Snc-staz. Centrale-primo Piano,20125,Milano,MI,Milano,Lombardia
5456,Via Fratelli Zanzottera,12,20153,Milano,MI,Milano,Lombardia
5457,Via Padova,256 (Via Pieri 1),20127,Milano,MI,Milano,Lombardia
5458,Via Sulmona,23,20139,Milano,MI,Milano,Lombardia
5459,Via Cignoli,1,20151,Milano,MI,Milano,Lombardia
5460,Via Foppa,5,20121,Milano,MI,Milano,Lombardia
5461,Via Ampere,87,20131,Milano,MI,Milano,Lombardia
5462,Via S.paolino,18,20142,Milano,MI,Milano,Lombardia
5463,Via Ponte Nuovo,40,20128,Milano,MI,Milano,Lombardia
5464,Via Ponte Nuovo,40,20128,Milano,MI,Milano,Lombardia
5465,Viale Aruzzi,4,20100,Milano,MI,Milano,Lombardia
5466,Via Del Pettirosso,16,20147,Milano,MI,Milano,Lombardia
5467,Via Poggibonsi,14,20146,Milano,MI,Milano,Lombardia
5468,Via Imbonati,61,20159,Milano,MI,Milano,Lombardia
5469,Via Grigna,9,20155,Milano,MI,Milano,Lombardia
5470,Via Palmanova,67,20132,Milano,MI,Milano,Lombardia
5471,Via Zuretti,37,20125,Milano,MI,Milano,Lombardia
5472,Piazza Angilberto Ii,9,20139,Milano,MI,Milano,Lombardia
5473,Via D'agrate,1,20139,Milano,MI,Milano,Lombardia
5474,Via R. Bonghi,22,20141,Milano,MI,Milano,Lombardia
5475,Via Illirico,2,20133,Milano,MI,Milano,Lombardia
5476,Via Barrili,20,20141,Milano,MI,Milano,Lombardia
5477,Via G. Murat,5,20159,Milano,MI,Milano,Lombardia
5478,Via Arbe,65,20125,Milano,MI,Milano,Lombardia
5479,Via Compagnoni,24,20129,Milano,MI,Milano,Lombardia
5480,Via Alcuino,18,20149,Milano,MI,Milano,Lombardia
5482,Via Faccioli,2,20152,Milano,MI,Milano,Lombardia
5483,Via Faccioli,2,20152,Milano,MI,Milano,Lombardia
5484,Via Faccioli,2,20152,Milano,MI,Milano,Lombardia
5485,Via Casoretto,1,20131,Milano,MI,Milano,Lombardia
5486,Via Famagosta,40,20142,Milano,MI,Milano,Lombardia
5487,Via Battistoni Sassi,24,20133,Milano,MI,Milano,Lombardia
5488,Via Cucchiari,15,20155,Milano,MI,Milano,Lombardia
5489,Viale Monza,63,20125,Milano,MI,Milano,Lombardia
5490,Viale Monza,63,20125,Milano,MI,Milano,Lombardia
5491,Viale Monza,63,20125,Milano,MI,Milano,Lombardia
5492,Via Inganni,40,20147,Milano,MI,Milano,Lombardia
5493,Via Inganni,40,20147,Milano,MI,Milano,Lombardia
5494,Piazza Falterona,3,20148,Milano,MI,Milano,Lombardia
5495,Via Masotto,1,20133,Milano,MI,Milano,Lombardia
5496,Via Masotto,1,20133,Milano,MI,Milano,Lombardia
5497,Via Masotto,1,20133,Milano,MI,Milano,Lombardia
5498,Via Giorgio Washington,74,20146,Milano,MI,Milano,Lombardia
5499,Via Dei Guarneri,24,20141,Milano,MI,Milano,Lombardia
5502,Via Cesare Correnti,2,20123,Milano,MI,Milano,Lombardia
5503,Via Porpora,169,20131,Milano,MI,Milano,Lombardia
5504,Via Sismondi,67,20133,Milano,MI,Milano,Lombardia
5505,Via De Ruggero,8,20142,Milano,MI,Milano,Lombardia
5506,Via Ripamonti,108,20141,Milano,MI,Milano,Lombardia
5507,Via Ripamonti,108,20141,Milano,MI,Milano,Lombardia
5508,Via Ripamonti,108,20141,Milano,MI,Milano,Lombardia
5509,Via Ripamonti,108,20141,Milano,MI,Milano,Lombardia
5510,Via Broletto,30,20121,Milano,MI,Milano,Lombardia
5511,Via Broletto,30,20121,Milano,MI,Milano,Lombardia
5512,Via Casarsa,13,20161,Milano,MI,Milano,Lombardia
5513,Via Casarsa,13,20161,Milano,MI,Milano,Lombardia
5514,Via Casarsa,13,20161,Milano,MI,Milano,Lombardia
5515,Viale Monza,226,20128,Milano,MI,Milano,Lombardia
5516,Via Boccaccio,26,20123,Milano,MI,Milano,Lombardia
5517,Viale Zara,145,20159,Milano,MI,Milano,Lombardia
5518,V.le Zara,145,20159,Milano,MI,Milano,Lombardia
5519,Via Archimede,20,20129,Milano,MI,Milano,Lombardia
5520,Via Archimede,20,20129,Milano,MI,Milano,Lombardia
5521,Via Paolo Sarpi,14,20154,Milano,MI,Milano,Lombardia
5522,Via Paolo Sarpi,25,20154,Milano,MI,Milano,Lombardia
5523,Via Paolo Sarpi,14,20154,Milano,MI,Milano,Lombardia
5525,Via Collecchio,4,20148,Milano,MI,Milano,Lombardia
5526,Via Panfilo Castaldi,29,20124,Milano,MI,Milano,Lombardia
5527,Viale Regina Giovanna,42,20129,Milano,MI,Milano,Lombardia
5528,Via Quarenghi,21/23 Cen.Bonola,20151,Milano,MI,Milano,Lombardia
5529,Via Quarenghi,21/23 Cen.Bonola,20151,Milano,MI,Milano,Lombardia
5530,Via P. Sottocorno,1,20129,Milano,MI,Milano,Lombardia
5531,Via P. Sottocorno,1,20129,Milano,MI,Milano,Lombardia
5532,Via Lorenteggio,208,20147,Milano,MI,Milano,Lombardia
5533,Via Lorenteggio,208,20147,Milano,MI,Milano,Lombardia
5534,Via Lorenteggio,208,20147,Milano,MI,Milano,Lombardia
5535,Via Delle Ande,5,20151,Milano,MI,Milano,Lombardia
5536,Via Delle Ande,5,20151,Milano,MI,Milano,Lombardia
5537,Via Delle Ande,5,20151,Milano,MI,Milano,Lombardia
5538,Via Rembrandt,22,20148,Milano,MI,Milano,Lombardia
5539,Via Rembrandt,49,20148,Milano,MI,Milano,Lombardia
5540,Via Cherubini,2,20145,Milano,MI,Milano,Lombardia
