,address,house_number,cap,municipality,province_code,province,region
20911,Via Chiaia,153,80121,Napoli,,Napoli,Campania
20912,Via Chiaia,153,80121,Napoli,,Napoli,Campania
20913,Via Chiaia,153,80121,Napoli,,Napoli,Campania
20914,Via Santa Lucia,60,80132,Napoli,,Napoli,Campania
20915,Via Santa Lucia,60,80132,Napoli,,Napoli,Campania
20916,Via Santa Lucia,60,80132,Napoli,,Napoli,Campania
20917,Piazza Salvatore Di Giacomo,192,80123,Napoli,,Napoli,Campania
20918,Piazza Salvatore Di Giacomo,121-122,80123,Napoli,,Napoli,Campania
20919,Piazza Salvatore Di Giacomo,192,80123,Napoli,,Napoli,Campania
20920,Piazza Salvatore Di Giacomo,121-122,80123,Napoli,,Napoli,Campania
20921,Piazza Salvatore Di Giacomo,121-122,80123,Napoli,,Napoli,Campania
20922,Largo Carolina,14,80132,Napoli,,Napoli,Campania
20923,Largo Carolina,14,80132,Napoli,,Napoli,Campania
20924,Largo Carolina,14,80132,Napoli,,Napoli,Campania
20925,Via Dei Mille,55,80121,Napoli,,Napoli,Campania
20926,Via Dei Mille,55,80121,Napoli,,Napoli,Campania
20927,Via Dei Mille,55,80121,Napoli,,Napoli,Campania
20928,Via Dei Mille,55,80121,Napoli,,Napoli,Campania
20929,Via Dei Mille,55,80121,Napoli,,Napoli,Campania
20930,Riviera Di Chiaia,8/9,80122,Napoli,,Napoli,Campania
20931,Riviera Di Chiaia,8/9,80122,Napoli,,Napoli,Campania
20932,Riviera Di Chiaia,8,80132,Napoli,,Napoli,Campania
20933,Riviera Di Chiaia,8,80122,Napoli,,Napoli,Campania
20934,Piazzetta Torretta,8,80122,Napoli,,Napoli,Campania
20935,Riviera Di Chiaia,8/9,80122,Napoli,,Napoli,Campania
20936,Piazzetta Torretta,8,80122,Napoli,,Napoli,Campania
20937,Riviera Di Chiaia,8,80122,Napoli,,Napoli,Campania
20938,Via Alessandro Manzoni,113/b,80123,Napoli,,Napoli,Campania
20939,Via Alessandro Manzoni,113/b,80123,Napoli,,Napoli,Campania
20940,Via Alessandro Manzoni,113/b,80123,Napoli,,Napoli,Campania
20941,Via Alessandro Manzoni,113/b,80123,Napoli,,Napoli,Campania
20942,Via Posillipo,84,80123,Napoli,,Napoli,Campania
20943,Via Posillipo,84,80123,Napoli,,Napoli,Campania
20944,Via Posillipo,84,80123,Napoli,,Napoli,Campania
20945,Via Posillipo,84,80123,Napoli,,Napoli,Campania
20946,Via Posillipo,84,80123,Napoli,,Napoli,Campania
20947,Via Dei Mille,21,80121,Napoli,,Napoli,Campania
20948,Via Aeroporto Inter Napoli Capodichino Zona Land Side Primo Piano,snc,80144,Napoli,,Napoli,Campania
20949,Via Dei Mille,21,80121,Napoli,,Napoli,Campania
20950,Via Roma,252,80144,Napoli,,Napoli,Campania
20951,Via Toledo,252,80144,Napoli,,Napoli,Campania
20952,Via Roma,252,80144,Napoli,,Napoli,Campania
20953,Via Roma,252,80144,Napoli,,Napoli,Campania
20954,Via Giustiniano,36,80126,Napoli,,Napoli,Campania
20955,Via Giustiniano,36,80126,Napoli,,Napoli,Campania
20956,Via Mergellina,196,80122,Napoli,,Napoli,Campania
20957,Corso Vittorio Emanuele,122,80121,Napoli,,Napoli,Campania
20958,Corso Vittorio Emanuele,122,80121,Napoli,,Napoli,Campania
20959,Corso Vittorio Emanuele,122,80121,Napoli,,Napoli,Campania
20960,Corso Vittorio Emanuele,122,80121,Napoli,,Napoli,Campania
20961,Corso Vittorio Emanuele,122,80121,Napoli,,Napoli,Campania
20962,Via Alessandro Manzoni,215,80123,Napoli,,Napoli,Campania
20963,Via Alessandro Manzoni,215,80123,Napoli,,Napoli,Campania
20964,Corso Vittorio Emanuele,74/a,80121,Napoli,,Napoli,Campania
20965,Corso Vittorio Emanuele,74/a,80121,Napoli,,Napoli,Campania
20966,Corso Vittorio Emanuele,74/a,80121,Napoli,,Napoli,Campania
20967,Corso Vittorio Emanuele,74/a,80121,Napoli,,Napoli,Campania
20968,Corso Vittorio Emanuele,657,80121,Napoli,,Napoli,Campania
20969,Via Alessandro Manzoni,155 C/D,80123,Napoli,,Napoli,Campania
20970,Via Alessandro Manzoni,151,80123,Napoli,,Napoli,Campania
20971,Via Alessandro Manzoni,151,80123,Napoli,,Napoli,Campania
20972,Via Alessandro Manzoni,151,80123,Napoli,,Napoli,Campania
20973,Via Alessandro Manzoni,155 C/D,80123,Napoli,,Napoli,Campania
20974,Via Del Casale A Posillipo,5,80123,Napoli,,Napoli,Campania
20975,Via Del Casale A Posillipo,5,80123,Napoli,,Napoli,Campania
20976,Via Gradoni Di Chiaia,38,80132,Napoli,,Napoli,Campania
20977,Via Gradoni Di Chiaia,38,80132,Napoli,,Napoli,Campania
20978,Via Gradoni Di Chiaia,38,80132,Napoli,,Napoli,Campania
20979,Via Gradoni Di Chiaia,38,80132,Napoli,,Napoli,Campania
20980,Via Gradoni Di Chiaia,38,80132,Napoli,,Napoli,Campania
20981,Riviera Di Chiaia,77,80122,Napoli,,Napoli,Campania
20982,Riviera Di Chiaia,77,80122,Napoli,,Napoli,Campania
20983,Riviera Di Chiaia,77,80122,Napoli,,Napoli,Campania
20984,Corso Vittorio Emanuele,225,80121,Napoli,,Napoli,Campania
20985,Corso Vittorio Emanuele,225,80121,Napoli,,Napoli,Campania
20986,Via Fabio Giordani,52/54,80122,Napoli,,Napoli,Campania
20987,Via Fabio Giordani,52/54,80122,Napoli,,Napoli,Campania
20988,Via Fabio Giordani,52/54,80122,Napoli,,Napoli,Campania
20989,Via Fabio Giordani,52/54,80122,Napoli,,Napoli,Campania
20990,Via Fabio Giordani,52,80122,Napoli,,Napoli,Campania
20991,Via Fabio Giordani,52,80122,Napoli,,Napoli,Campania
20992,Via Piave,214,80126,Napoli,,Napoli,Campania
20993,Via Pontano,60,80122,Napoli,,Napoli,Campania
20994,Via Piave,214,80122,Napoli,,Napoli,Campania
20995,Via Pontano,60,80122,Napoli,,Napoli,Campania
20996,Via Pontano,60,80122,Napoli,,Napoli,Campania
20997,Largo Ascensione,30,80121,Napoli,,Napoli,Campania
20998,Via Giosue` Carducci,22,80121,Napoli,,Napoli,Campania
20999,Via Kennedy,387/389,80125,Napoli,,Napoli,Campania
21000,Via Kennedy,387/389,80121,Napoli,,Napoli,Campania
21001,Via Kennedy,387/389,80125,Napoli,,Napoli,Campania
21002,Via Kennedy,387/389,80121,Napoli,,Napoli,Campania
21003,Via Giosue` Carducci,22,80121,Napoli,,Napoli,Campania
21004,Via Nardones,25,80132,Napoli,,Napoli,Campania
21005,Via Nardones,25,80132,Napoli,,Napoli,Campania
21006,Via Nardones,Angolo S.Anna di Palazzo 2526,80132,Napoli,,Napoli,Campania
21007,Piazza Dei Martiri,65,80121,Napoli,,Napoli,Campania
21008,Piazza Dei Martiri,65,80121,Napoli,,Napoli,Campania
21009,Via Santa Lucia,106,80132,Napoli,,Napoli,Campania
21010,Via Tasso,181 G1,80127,Napoli,,Napoli,Campania
21011,Via Tasso,177/a,80127,Napoli,,Napoli,Campania
21012,Via Tasso,177/a,80127,Napoli,,Napoli,Campania
21013,Via Calabritto,6,80121,Napoli,,Napoli,Campania
21014,Via Calabritto,6,80121,Napoli,,Napoli,Campania
21015,Via Calabritto,6,80121,Napoli,,Napoli,Campania
21016,Via Calabritto,6,80121,Napoli,,Napoli,Campania
21017,Via Cavallerizza A Chiaia,41,80121,Napoli,,Napoli,Campania
21018,Via Cavallerizza A Chiaia,41,80121,Napoli,,Napoli,Campania
21019,Via Cavallerizza A Chiaia,41,80121,Napoli,,Napoli,Campania
21020,Via Cavallerizza A Chiaia,41,80121,Napoli,,Napoli,Campania
21021,Via Cavallerizza A Chiaia,41,80121,Napoli,,Napoli,Campania
21022,Via Posillipo,323,80123,Napoli,,Napoli,Campania
21023,Via Posillipo,328,80123,Napoli,,Napoli,Campania
21024,Via E. A Pizzofalcone,7,80132,Napoli,,Napoli,Campania
21025,Via E. A Pizzofalcone,7,80132,Napoli,,Napoli,Campania
21026,Via Roma,287,80144,Napoli,,Napoli,Campania
21027,Via Toledo,287,80144,Napoli,,Napoli,Campania
21028,Via Roma,287,80144,Napoli,,Napoli,Campania
21029,Via Roma,287,80132,Napoli,,Napoli,Campania
21030,Via Margellina,35,80122,Napoli,,Napoli,Campania
21031,Via Mergellina,35H,80122,Napoli,,Napoli,Campania
21032,Via Mergellina,35H,80122,Napoli,,Napoli,Campania
21033,Via Dante,13/15,80144,Napoli,,Napoli,Campania
21034,Via Dante,13/15,80127,Napoli,,Napoli,Campania
21035,Via Dante,13/15,80127,Napoli,,Napoli,Campania
21036,Via Dante,13/15,80127,Napoli,,Napoli,Campania
21037,Via Dante,13/15,80144,Napoli,,Napoli,Campania
21038,Via Tasso,109,80127,Napoli,,Napoli,Campania
21039,Corso Vittorio Emanuele,732,80121,Napoli,,Napoli,Campania
21040,Corso Vittorio Emanuele,733,80121,Napoli,,Napoli,Campania
21041,Via A. Filangieri,67,80121,Napoli,,Napoli,Campania
21042,Via A. Filangieri,67,80121,Napoli,,Napoli,Campania
21043,Via A. Filangieri,67,80121,Napoli,,Napoli,Campania
21044,Via Francesco Petrarca,105,80122,Napoli,,Napoli,Campania
21045,Via Francesco Petrarca,105,80122,Napoli,,Napoli,Campania
21046,Via Francesco Petrarca,105,80122,Napoli,,Napoli,Campania
21047,Via Francesco Petrarca,105/a,80122,Napoli,,Napoli,Campania
21048,Via Riviera Di Chiaia,24,80122,Napoli,,Napoli,Campania
21049,Via Riviera Di Chiaia,24-25,80121,Napoli,,Napoli,Campania
21050,Via Riviera Di Chiaia,169,80122,Napoli,,Napoli,Campania
21051,Via Santo Strato,12 C-d,80123,Napoli,,Napoli,Campania
21052,Via Marechiaro,2/d,80123,Napoli,,Napoli,Campania
21053,Piazzetta Duca D`aosta,260,80132,Napoli,,Napoli,Campania
21054,Piazzetta Duca D`aosta,260,80132,Napoli,,Napoli,Campania
21055,Piazzetta Duca D'aosta,260,80132,Napoli,,Napoli,Campania
21056,Via Francesco Petrarca,173,80122,Napoli,,Napoli,Campania
21057,Via Francesco Petrarca,173,80122,Napoli,,Napoli,Campania
21058,Via Francesco Petrarca,173,80122,Napoli,,Napoli,Campania
21059,Via Francesco Petrarca,173 C/D,80122,Napoli,,Napoli,Campania
21060,Via San Carlo Alle Mortelle,12,80132,Napoli,,Napoli,Campania
21061,Via San Carlo Alle Mortelle,12,80132,Napoli,,Napoli,Campania
21062,Via San Carlo Alle Mortelle,12,80132,Napoli,,Napoli,Campania
21063,Calata Ponte Di Casanova,30,80143,Napoli,,Napoli,Campania
21064,Via San Carlo Alle Mortelle,12,80132,Napoli,,Napoli,Campania
21065,Via Giordano Bruno,148/c Ex Via Mergellina,80143,Napoli,,Napoli,Campania
21066,Piazza Amedeo,2,80121,Napoli,,Napoli,Campania
21067,Piazza Amedeo,2,80121,Napoli,,Napoli,Campania
21068,Via Domenico Morelli,22,80121,Napoli,,Napoli,Campania
21069,Via Domenico Morelli,22,80121,Napoli,,Napoli,Campania
21070,Via Domenico Morelli,22,80121,Napoli,,Napoli,Campania
21071,Via Domenico Morelli,22,80121,Napoli,,Napoli,Campania
21072,Via Posillipo,250/A,80123,Napoli,,Napoli,Campania
21073,Via Posillipo,239,80123,Napoli,,Napoli,Campania
21074,Via Posillipo,239,80123,Napoli,,Napoli,Campania
21075,Via Posillipo,239,80123,Napoli,,Napoli,Campania
21076,Via Posillipo,239,80123,Napoli,,Napoli,Campania
21077,Via M. Schipa,25/27,80122,Napoli,,Napoli,Campania
21078,Via Michelangelo Schipa,23-25,80122,Napoli,,Napoli,Campania
21079,Via M. Schipa,25/27,80122,Napoli,,Napoli,Campania
21080,Via Consalvo,64,80126,Napoli,,Napoli,Campania
21081,Via Consalvo,64,80126,Napoli,,Napoli,Campania
21082,Via Consalvo,64/66,80125,Napoli,,Napoli,Campania
21083,Via Consalvo,64/66,80125,Napoli,,Napoli,Campania
21084,Via Consalvo,64,80126,Napoli,,Napoli,Campania
21085,Via Giacomo Leopardi,144-144a,80100,Napoli,,Napoli,Campania
21086,Via Giacomo Leopardi,144,80125,Napoli,,Napoli,Campania
21087,Via Giacomo Leopardi,144,80125,Napoli,,Napoli,Campania
21088,Via Giacomo Leopardi,144-144A,80125,Napoli,,Napoli,Campania
21089,Via Mario Gigante,62,80126,Napoli,,Napoli,Campania
21090,Via Terracina A Fuorigrotta,51/53,80125,Napoli,,Napoli,Campania
21091,Via Terracina A Fuorigrotta,51/53,80125,Napoli,,Napoli,Campania
21092,Via Terracina A Fuorigrotta,51/53,80125,Napoli,,Napoli,Campania
21093,Piazza Bagnoli,726,80124,Napoli,,Napoli,Campania
21094,Piazza Bagnoli,726,80124,Napoli,,Napoli,Campania
21095,Via Via Giacinto De Sivo,1,80124,Napoli,,Napoli,Campania
21096,Viale Cavalleggeri Aosta,58,80124,Napoli,,Napoli,Campania
21097,Via Lucio Silla,65,80124,Napoli,,Napoli,Campania
21098,Via Lucio Silla,59 A/B/C,80124,Napoli,,Napoli,Campania
21099,Via G. Cesare,70,80125,Napoli,,Napoli,Campania
21100,Via G. Cesare,70,80125,Napoli,,Napoli,Campania
21101,Via G. Cesare,70,80125,Napoli,,Napoli,Campania
21102,Via G. Cesare,70,80125,Napoli,,Napoli,Campania
21103,Via G. Cesare,70,80125,Napoli,,Napoli,Campania
21104,Via Campegna,3A-3B,80124,Napoli,,Napoli,Campania
21105,Via Giulio Cesare,101/a,80124,Napoli,,Napoli,Campania
21106,Via Campegna,3A-3B,80124,Napoli,,Napoli,Campania
21107,Via Campegna,3A-3B,80124,Napoli,,Napoli,Campania
21108,Via Campegna,123,80124,Napoli,,Napoli,Campania
21109,Via Campegna,123,80124,Napoli,,Napoli,Campania
21110,Via Consalvo,105,80126,Napoli,,Napoli,Campania
21111,Via Consalvo,103,80126,Napoli,,Napoli,Campania
21112,Via Campi Flegrei,11,80124,Napoli,,Napoli,Campania
21113,Via Campi Flegrei,11,80124,Napoli,,Napoli,Campania
21114,Via Acate,28,80124,Napoli,,Napoli,Campania
21115,Via Cintia A Soccavo Is.,44/45,80126,Napoli,,Napoli,Campania
21116,Viale Augusto,166,80125,Napoli,,Napoli,Campania
21117,Piazza Marcantonio Colonna,21,80125,Napoli,,Napoli,Campania
21118,Piazza Marcantonio Colonna,21,80125,Napoli,,Napoli,Campania
21119,Via Agnano Astroni,208-210,80125,Napoli,,Napoli,Campania
21120,Via Agnano Astroni,208-210,80125,Napoli,,Napoli,Campania
21121,Via Agnano Astroni,208-210,80125,Napoli,,Napoli,Campania
21122,Via Agnano Astroni,208-210,80125,Napoli,,Napoli,Campania
21123,Via R. Ruggiero,30,80125,Napoli,,Napoli,Campania
21124,Via Agnano Astroni,208-210,80125,Napoli,,Napoli,Campania
21125,Via Caio Duilio,66,80125,Napoli,,Napoli,Campania
21126,Via Alessandro Manzoni,26/F,80123,Napoli,,Napoli,Campania
21127,Via Alessandro Manzoni,26/F,80123,Napoli,,Napoli,Campania
21128,Via Alessandro Manzoni,26/F,80123,Napoli,,Napoli,Campania
21129,Piazza Alessandro Lala,15,80126,Napoli,,Napoli,Campania
21130,Viale Cavalleggeri D'aosta,116/b,80124,Napoli,,Napoli,Campania
21131,Viale Cavalleggeri D'aosta,116/b,80124,Napoli,,Napoli,Campania
21132,Viale Cavalleggeri D'aosta,116/b,80124,Napoli,,Napoli,Campania
21133,Viale Cavalleggeri D'aosta,116/b,80124,Napoli,,Napoli,Campania
21134,Corso Duca D`aosta,13,80126,Napoli,,Napoli,Campania
21135,Corso Duca D`aosta,13,80126,Napoli,,Napoli,Campania
21136,Corso Duca D`aosta,13,80126,Napoli,,Napoli,Campania
21137,Via Epomeo,489,80126,Napoli,,Napoli,Campania
21138,Via Epomeo,489,80126,Napoli,,Napoli,Campania
21139,Via Epomeo,489,80126,Napoli,,Napoli,Campania
21140,Via Provinciale,57,80126,Napoli,,Napoli,Campania
21141,Via Provinciale,57,80126,Napoli,,Napoli,Campania
21142,Via Dell`epomeo,85,80126,Napoli,,Napoli,Campania
21143,Via Dell`epomeo,85,80126,Napoli,,Napoli,Campania
21144,Via Dell`epomeo,85,80126,Napoli,,Napoli,Campania
21145,Via Paolo Grimaldi,76,80126,Napoli,,Napoli,Campania
21146,Via Marco Aurelio,27/31,80126,Napoli,,Napoli,Campania
21147,Via Marco Aurelio,27/31,80126,Napoli,,Napoli,Campania
21148,Via Marco Aurelio,27/31,80126,Napoli,,Napoli,Campania
21149,Via Comunale Napoli,119/a,80126,Napoli,,Napoli,Campania
21150,Via Comunale Napoli,119/a,80145,Napoli,,Napoli,Campania
21151,Via Piave,209,80126,Napoli,,Napoli,Campania
21152,Via Piave,207 A,80126,Napoli,,Napoli,Campania
21153,Via Piave,109,80126,Napoli,,Napoli,Campania
21154,Via Provinciale,20  (Pianura),80126,Napoli,,Napoli,Campania
21155,Via Provinciale,20  (Pianura),80126,Napoli,,Napoli,Campania
21156,Via Provinciale,20  (Pianura),80126,Napoli,,Napoli,Campania
21157,Via Cornelia Dei Gracchi,35/37,80126,Napoli,,Napoli,Campania
21158,Via Cornelia Dei Gracchi,35/37,80126,Napoli,,Napoli,Campania
21159,Via Cornelia Dei Gracchi,35/37/39,80126,Napoli,,Napoli,Campania
21160,Via Cornelia Dei Gracchi,35/37,80126,Napoli,,Napoli,Campania
21161,Via Cornelia Dei Gracchi,35/37,80126,Napoli,,Napoli,Campania
21162,Via Livio Andronico,45,80126,Napoli,,Napoli,Campania
21163,Via Livio Andronico,45,80126,Napoli,,Napoli,Campania
21164,Via Livio Andronico,45,80126,Napoli,,Napoli,Campania
21165,Via Livio Andronico,45,80126,Napoli,,Napoli,Campania
21166,Via Livio Andronico,45,80126,Napoli,,Napoli,Campania
21167,Via Botticelli,43/45,80126,Napoli,,Napoli,Campania
21168,Strada Provinciale Napoli I Trav.catena,25,80126,Napoli,,Napoli,Campania
21169,Strada Provinciale Napoli I Trav.catena,25,80126,Napoli,,Napoli,Campania
21170,Strada Provinciale Napoli I Trav.catena,25,80126,Napoli,,Napoli,Campania
21171,Via Campanile,120,80126,Napoli,,Napoli,Campania
21172,Via Campanile,120,80126,Napoli,,Napoli,Campania
21173,Via Campanile,120,80126,Napoli,,Napoli,Campania
21174,Via Dell`epomeo,154,80128,Napoli,,Napoli,Campania
21175,Via Dell`epomeo,154,80128,Napoli,,Napoli,Campania
21176,Via Dell`epomeo,154,80128,Napoli,,Napoli,Campania
21177,Via Montagna Spaccata,310,80126,Napoli,,Napoli,Campania
21178,Via Montagna Spaccata,310,80126,Napoli,,Napoli,Campania
21179,Via Salvator D'alì,45,80126,Napoli,,Napoli,Campania
21180,Via Salvator D'alì,45,80100,Napoli,,Napoli,Campania
21181,Via Salvator D'al,45,80126,Napoli,,Napoli,Campania
21182,Via Paolo Della Valle,95-97-99,80126,Napoli,,Napoli,Campania
21183,Via Polo Della Valle,95-97-99,80126,Napoli,,Napoli,Campania
21184,Via Raffaele Morghen,165,80129,Napoli,,Napoli,Campania
21185,Via Simone Martini,37,80128,Napoli,,Napoli,Campania
21186,Via Simone Martini,37,80128,Napoli,,Napoli,Campania
21187,Via Simone Martini,37,80131,Napoli,,Napoli,Campania
21188,Via Simone Martini,37,80131,Napoli,,Napoli,Campania
21189,Via Simone Martini,37,80128,Napoli,,Napoli,Campania
21190,Piazza Francesco Muzi,25,80129,Napoli,,Napoli,Campania
21191,Piazza Francesco Muzii,24-25-26,80129,Napoli,,Napoli,Campania
21192,Via Scarlatti,79/85,80129,Napoli,,Napoli,Campania
21193,Via Scarlatti,79/85,80129,Napoli,,Napoli,Campania
21194,Via Scarlatti,85,80129,Napoli,,Napoli,Campania
21195,Via Belvedere,9,80127,Napoli,,Napoli,Campania
21196,Via Belvedere,6,80127,Napoli,,Napoli,Campania
21197,Piazza Vanvitelli,17,80129,Napoli,,Napoli,Campania
21198,Via Bernardo Cavallino,14,80128,Napoli,,Napoli,Campania
21199,Via Bernardo Cavallino,18,80128,Napoli,,Napoli,Campania
21200,Via Bernardo Cavallino,14,80128,Napoli,,Napoli,Campania
21201,Via Bernardo Cavallino,18,80128,Napoli,,Napoli,Campania
21202,Via Domenico Cimarosa,86,80127,Napoli,,Napoli,Campania
21203,Via Domenico Cimarosa,86,80127,Napoli,,Napoli,Campania
21204,Via Domenico Cimarosa,86,80127,Napoli,,Napoli,Campania
21205,Via Domenico Cimarosa,86,80127,Napoli,,Napoli,Campania
21206,Via Luca Giordano,144,80128,Napoli,,Napoli,Campania
21207,Via Campegna,3,80128,Napoli,,Napoli,Campania
21208,Via Luca Giordano,144-146,80128,Napoli,,Napoli,Campania
21209,Via Luca Giordano,144,80128,Napoli,,Napoli,Campania
21210,Via Giuseppe Recco,19,80128,Napoli,,Napoli,Campania
21211,Via Giuseppe Recco,19,80128,Napoli,,Napoli,Campania
21212,Via L. Caldieri,136/138,80128,Napoli,,Napoli,Campania
21213,Via L. Caldieri,136/138,80128,Napoli,,Napoli,Campania
21214,Via L. Caldieri,136/138,80128,Napoli,,Napoli,Campania
21215,Via Domenico Fontana,37,80128,Napoli,,Napoli,Campania
21216,Via Domenico Fontana,37,80128,Napoli,,Napoli,Campania
21217,Via Domenico Fontana,37,80128,Napoli,,Napoli,Campania
21218,Via Domenico Fontana,37,80128,Napoli,,Napoli,Campania
21219,Via Gabriele Jannelli,214,80131,Napoli,,Napoli,Campania
21220,Via Gabriele Jannelli,214,80131,Napoli,,Napoli,Campania
21221,Via Gabriele Jannelli,214,80131,Napoli,,Napoli,Campania
21222,Via Gabriele Jannelli,214,80131,Napoli,,Napoli,Campania
21223,Vicoletto Belvedere,1/6,80127,Napoli,,Napoli,Campania
